rue;x;y
Rue Jean Mermoz;23119;488714
Rue Jean Minjoz;23345;488326
Rue Jean Moreas;22922;488869
Rue Jean Nicot;23069;488611
Rue Jean Nohain;23734;488825
Rue Jean Oberle;23704;488997
Rue Jean Oestreicher;22889;488867
Rue Jean Poulmarch;23635;488724
Rue Jean Quarre;23967;488768
Rue Jean Renoir;23828;488368
Rue Jean Robert;23582;488895
Rue Jean Sebastien Bach;23649;488309
Rue Jean Sicard;22988;488289
Rue Jean Varenne;23358;488984
Rue Jean Veber;24101;488625
Rue Jean Zay;23217;488375
Rue Jean-Baptiste Berlier;23848;488260
Rue Jean-Baptiste Dumas;22920;488830
Rue Jean-Baptiste Dumay;23879;488742
Rue Jean-Baptiste Pigalle;23345;488800
Rue Jean-Baptiste Say;23416;488814
Rue Jean-Baptiste Semanaz;23990;488848
Rue Jean-Francois Gerbillon;23246;488476
Rue Jean-Henri Fabre;23393;489011
Rue Jean-Jacques Rousseau;23427;488636
Rue Jean-Louis Forain;23010;488901
Rue Jean-Pierre Bloch;22959;488534
Rue Jean-Pierre Timbaud;23732;488666
Rue Jeanne Chauvin;23782;488275
Rue Jeanne d'Arc;23633;488335
Rue Jeanne Hachette;22985;488408
Rue Jeanne Jugan;24146;488451
Rue Jenner;23619;488354
Rue Joanes;23175;488286
Rue Jobbe Duval;22987;488346
Rue Jolivet;23237;488408
Rue Jonas;23504;488289
Rue Jonquoy;23152;488295
Rue Jose-Maria de Heredia;23076;488479
Rue Joseph Bara;23335;488421
Rue Joseph de Maistre;23314;488897
Rue Joseph et Marie Hackin;22797;488780
Rue Joseph Kessel;23846;488348
Rue Joseph Kosma;23863;488897
Rue Joseph Liouville;22977;488443
Rue Joseph Python;24122;488643
Rue Joseph Sansboeuf;23229;488754
Rue Josephine;23377;488959
Rue Joubert;23305;488746
Rue Jouye-Rouve;23829;488725
Rue Juge;22927;488499
Rue Juillet;23918;488677
Rue Jules Bourdais;22986;488884
Rue Jules Breton;23582;488380
Rue Jules Chaplain;23306;488429
Rue Jules Cousin;23630;488519
Rue Jules Dumien;24015;488696
Rue Jules Guesde;22904;488956
Rue Jules Jouy;23417;488905
Rue Jules Lefebvre;23270;488804
Rue Jules Lemaitre;24108;488423
Rue Jules Romains;23779;488734
Rue Jules Siegfried;24077;488661
Rue Jules Simon;22924;488407
Rue Jules Valles;23851;488536
Rue Jules Verne;23751;488706
Rue Julia Bartet;23026;488260
Rue Julien Lacroix;23840;488705
Rue Jussieu;23551;488460
Rue Juste Metivier;23357;488892
Rue Keller;23760;488544
Rue Kepler;22972;488697
Rue Keufer;23555;488201
Rue Kuss;23514;488221
Rue La Boetie;23122;488732
Rue la Bruyere;23342;488794
Rue la Condamine;23216;488857
Rue la Feuillade;23398;488660
Rue la Perouse;22941;488709
Rue la Quintinie;23046;488383
Rue la Vacquerie;23851;488578
Rue la Vieuville;23393;488846
Rue Labat;23482;488890
Rue Labie;22879;488792
Rue Labois-Rouillon;23716;488937
Rue Labrouste;23081;488338
Rue Lacaze;23303;488249
Rue Lacepede;23523;488438
Rue Lacharriere;23773;488616
Rue Lachelier;23660;488197
Rue Lacretelle;22906;488339
Rue Lacroix;23227;488905
Rue Lacuee;23699;488494
Rue Laferriere;23383;488784
Rue Laffitte;23379;488737
Rue Lagarde;23476;488404
Rue Lagille;23290;488946
Rue Lagrange;23479;488513
Rue Lahire;23663;488296
Rue Lakanal;22948;488441
Rue Lalande;23284;488343
Rue Lallier;23411;488815
Rue Lally-Tollendal;23741;488830
Rue Lalo;22800;488739
Rue Lamande;23196;488864
Rue Lamarck;23361;488902
Rue Lamartine;23418;488765
Rue Lamblardie;23964;488398
Rue Lancret;22661;488419
Rue Lapeyrere;23430;488920
Rue Laplace;23474;488473
Rue Largilliere;22726;488579
Rue Larochelle;23236;488391
Rue Laromiguiere;23471;488439
Rue Larrey;23535;488423
Rue Larribe;23178;488805
Rue las Cases;23198;488586
Rue Lasson;24066;488431
Rue Laugier;22943;488823
Rue Laure Surville;22781;488459
Rue Laurent-Pichat;22829;488734
Rue Lauriston;22895;488687
Rue Lauzin;23785;488755
Rue le Brun;23548;488363
Rue le Bua;24035;488667
Rue le Chatelier;22957;488861
Rue le Goff;23416;488466
Rue le Marois;22604;488383
Rue le Notre;22883;488592
Rue le Peletier;23389;488736
Rue le Regrattier;23548;488524
Rue le Sueur;22874;488748
Rue le Tasse;22867;488601
Rue le Vau;24109;488685
Rue Leblanc;22760;488384
Rue Lebouteux;23156;488832
Rue Lechapelais;23255;488859
Rue Lechevin;23766;488632
Rue Lecomte du Nouy;22549;488425
Rue Leconte de Lisle;22680;488484
Rue Lecourbe;22951;488402
Rue Lecuirot;23206;488291
Rue Lecuyer;23453;488894
Rue Ledion;23160;488272
Rue Lefebvre;22922;488315
Rue Legouve;23618;488723
Rue Legrand;23745;488763
Rue Legraverend;23755;488464
Rue Leibniz;23330;488962
Rue Lekain;22783;488565
Rue Lemercier;23216;488878
Rue Lemon;23785;488716
Rue Leneveux;23283;488269
Rue Lentonnet;23475;488799
Rue Leo Frankel;23781;488268
Rue Leon;23535;488887
Rue Leon Bonnat;22706;488515
Rue Leon Delagrange;22858;488345
Rue Leon Delhomme;23011;488375
Rue Leon Dierx;22992;488278
Rue Leon Droux;23191;488821
Rue Leon Frapie;24116;488737
Rue Leon Frot;23864;488557
Rue Leon Giraud;23824;488876
Rue Leon Jost;23028;488803
Rue Leon Jouhaux;23643;488691
Rue Leon Lhermitte;22969;488428
Rue Leon Schwartzenberg;23537;488759
Rue Leon Seche;22985;488417
Rue Leon Vaudoyer;23088;488483
Rue Leon-Maurice Nordmann;23440;488339
Rue Leonard de Vinci;22860;488707
Rue Leonce Reynaud;22987;488657
Rue Leonidas;23226;488309
Rue Leontine;22788;488437
Rue Leopold Robert;23308;488409
Rue Lepic;23347;488858
Rue Leredde;23742;488285
Rue Leriche;22948;488352
Rue Leroi-Gourhan;22938;488520
Rue Leroux;22867;488716
Rue Leroy Dupre;24016;488429
Rue Lesage;23817;488722
Rue Lespagnol;23921;488583
Rue Letellier;22968;488476
Rue Leuck Mathieu;24030;488633
Rue Levert;23910;488741
Rue Lheureux;23878;488327
Rue Lhomond;23471;488427
Rue Lhuillier;22968;488349
Rue Ligner;23973;488575
Rue Linne;23546;488451
Rue Linois;22835;488480
Rue Lippmann;24125;488488
Rue Lisfranc;24025;488619
Rue Littre;23240;488452
Rue Lobineau;23363;488517
Rue Lord Byron;23002;488732
Rue Louis Armand;22784;488328
Rue Louis Blanc;23647;488813
Rue Louis Boilly;22663;488593
Rue Louis Bonnet;23766;488711
Rue Louis Braille;24025;488397
Rue Louis Codet;23086;488550
Rue Louis Delaporte;24131;488484
Rue Louis Delgres;23861;488657
Rue Louis Ganne;24097;488634
Rue Louis le Grand;23330;488694
Rue Louis Loucheur;23256;488982
Rue Louis Lumiere;24111;488607
Rue Louis Morard;23203;488288
Rue Louis Murat;23090;488762
Rue Louis Pasteur Vallery-Radot;23322;489003
Rue Louis Pergaud;23474;488174
Rue Louis Thuillier;23435;488425
Rue Louis Vicat;22969;488261
Rue Louis Vierne;22898;488881
Rue Louis-Nicolas Clerambault;23887;488656
Rue Louise Weiss;23703;488335
Rue Lounes Matoub;23762;488993
Rue Lucien Bossoutrot;22723;488369
Rue Lucien et Sacha Guitry;24041;488479
Rue Lucien Lambeau;24127;488575
Rue Lucien Leuwen;24021;488604
Rue Lulli;23372;488680
Rue Lyautey;22815;488568
Rue Mabillon;23352;488521
Rue Madame;23317;488491
Rue Madeleine Marzin;24088;488531
Rue Magellan;22998;488704
Rue Magendie;23460;488339
Rue Magenta;23900;489010
Rue Maillard;23858;488580
Rue Maison Dieu;23230;488354
Rue Maitre Albert;23496;488506
Rue Malar;23054;488611
Rue Malassis;22942;488334
Rue Malebranche;23425;488464
Rue Maleville;23141;488773
Rue Malher;23613;488562
Rue Mallet-Stevens;22666;488546
Rue Malte Brun;23980;488644
Rue Malus;23527;488432
Rue Mandar;23459;488656
Rue Manin;23857;488830
Rue Manuel;23403;488783
Rue Marbeuf;23037;488686
Rue Marc Antoine Charpentier;23760;488254
Rue Marc Seguin;23625;488920
Rue Marcel Dubois;24062;488343
Rue Marcel Duchamp;23687;488248
Rue Marcel Gromaire;23677;488601
Rue Marcel Renault;22930;488798
Rue Marcel Sembat;23382;488982
Rue Marguerite Duras;23805;488294
Rue Marguerite Long;23038;488916
Rue Margueritte;23004;488808
Rue Maria Deraismes;23273;488944
Rue Marie Benoist;23937;488464
Rue Marie et Louise;23668;488718
Rue Marie Laurencin;24063;488402
Rue Marie Pape-Carpantier;23313;488507
Rue Marie Rose;23303;488263
Rue Marie Stuart;23479;488650
Rue Marie-Andree Lagroua Weill-Halle;23800;488286
Rue Marie-Davy;23292;488259
Rue Marie-Louise Dubreil-Jacotin;23812;488285
Rue Marietta Martin;22740;488568
Rue Mariotte;23208;488841
Rue Marsollier;23347;488680
Rue Martel;23530;488740
Rue Martin Bernard;23499;488264
Rue Martin Garat;24072;488646
Rue Marx Dormoy;23597;488874
Rue Maryse Bastie;23746;488207
Rue Maspero;22724;488597
Rue Masseran;23141;488485
Rue Massillon;23507;488533
Rue Mathurin Regnier;23074;488401
Rue Maublanc;22998;488399
Rue Mauconseil;23475;488640
Rue Maurice Berteaux;24100;488679
Rue Maurice Bourdet;22786;488512
Rue Maurice de la Sizeranne;23149;488470
Rue Maurice Denis;23788;488447
Rue Maurice et Louis de Broglie;23696;488332
Rue Maurice Loewy;23338;488270
Rue Maurice Maignen;23128;488380
Rue Maurice Ripoche;23232;488332
Rue Maurice Rouvier;23100;488308
Rue Maurice Utrillo;23445;488862
Rue Max Ernst;23884;488663
Rue Max Jacob;23542;488201
Rue Mayet;23189;488466
Rue Mayran;23457;488770
Rue Mazarine;23377;488552
Rue Mechain;23398;488356
Rue Mederic;23039;488809
Rue Mehul;23346;488674
Rue Meilhac;22981;488451
Rue Meissonier;23042;488823
Rue Melingue;23857;488755
Rue Menars;23382;488694
Rue Mendelssohn;24114;488551
Rue Mercur;23834;488570
Rue Messidor;24034;488402
Rue Meyerbeer;23334;488718
Rue Meynadier;23833;488834
Rue Mgr Rodhain;23642;488768
Rue Michel Breal;23711;488221
Rue Michel Chasles;23738;488469
Rue Michel de Bourges;24007;488543
Rue Michel le Comte;23555;488623
Rue Michel Peter;23530;488371
Rue Michel Tagrine;23754;488778
Rue Mignard;22743;488633
Rue Mignet;22693;488490
Rue Mignon;23416;488521
Rue Miguel Hidalgo;23911;488815
Rue Milne-Edwards;22923;488828
Rue Milton;23410;488782
Rue Miollis;23043;488459
Rue Modigliani;22794;488384
Rue Moliere;23358;488649
Rue Molitor;22618;488452
Rue Moncey;23306;488800
Rue Mondonville;24067;488659
Rue Monge;23523;488441
Rue Mongenot;24148;488432
Rue Monjol;23735;488764
Rue Monsieur;23166;488498
Rue Montalembert;23276;488567
Rue Montalivet;23189;488709
Rue Montauban;22965;488331
Rue Montbrun;23301;488286
Rue Montcalm;23380;488932
Rue Monte-Cristo;23978;488558
Rue Montera;24091;488453
Rue Montesquieu;23389;488630
Rue Montesquiou-Fezensac;24090;488360
Rue Montgallet;23877;488435
Rue Montgolfier;23571;488662
Rue Monticelli;23289;488218
Rue Montmartre;23439;488673
Rue Montorgueil;23467;488647
Rue Mony;22763;488664
Rue Morand;23763;488688
Rue Morere;23225;488245
Rue Moret;23794;488671
Rue Mornay;23654;488495
Rue Mouffetard;23497;488421
Rue Moufle;23733;488595
Rue Mounet-Sully;24052;488491
Rue Mouraud;24080;488555
Rue Mousset-Robert;24037;488431
Rue Moussorgski;23663;488952
Rue Muller;23465;488867
Rue Murillo;23083;488778
Rue Myrha;23516;488868
Rue Nansouty;23357;488234
Rue nationale;23663;488272
Rue Navier;23249;488958
Rue Necker;23631;488553
Rue Nelaton;22882;488533
Rue Neuve de la Chardonniere;23480;488950
Rue Neuve des Boulets;23890;488539
Rue Neuve Popincourt;23741;488644
Rue Neuve Tolbiac;23771;488308
Rue Newton;22967;488711
Rue Nicolai;23941;488358
Rue Nicolas;24093;488584
Rue Nicolas Appert;23702;488590
Rue Nicolas Charlet;23140;488424
Rue Nicolas Flamel;23494;488587
Rue Nicolas Fortin;23586;488294
Rue Nicolas Houel;23625;488420
Rue Nicolas Roret;23537;488358
Rue Nicole Chouraqui;23805;488860
Rue Nicole-Reine Lepaute;23814;488265
Rue Nicolet;23460;488881
Rue Nobel;23415;488901
Rue Norvins;23393;488870
Rue Notre Dame de Bonne Nouvelle;23497;488697
Rue Notre Dame de Lorette;23372;488786
Rue Notre Dame de Nazareth;23574;488675
Rue Notre Dame des Champs;23312;488434
Rue Notre Dame des Victoires;23417;488680
Rue Oberkampf;23752;488651
Rue Octave Feuillet;22718;488616
Rue Olier;22910;488354
Rue Olivier de Serres;22953;488341
Rue Olivier Metra;23936;488733
Rue Olivier Noyer;23215;488311
Rue Omer Talon;23837;488613
Rue Ordener;23462;488921
Rue Orfila;23976;488669
Rue Ortolan;23504;488431
Rue Oscar Roty;22873;488422
Rue Oswaldo Cruz;22692;488570
Rue Oudinot;23177;488501
Rue Oudry;23561;488367
Rue Pache;23824;488588
Rue Paganini;24118;488512
Rue Paillet;23426;488466
Rue Pajol;23623;488886
Rue Papillon;23472;488761
Rue Parrot;23734;488468
Rue Pascal;23484;488360
Rue Pasquier;23235;488730
Rue Pasteur;23754;488621
Rue Paturle;23068;488289
Rue Pau Casals;23770;488314
Rue Paul Abadie;23355;488970
Rue Paul Albert;23450;488865
Rue Paul Barruel;23054;488383
Rue Paul Baudry;23060;488717
Rue Paul Belmondo;23824;488366
Rue Paul Bert;23845;488515
Rue Paul Bodin;23176;488931
Rue Paul Borel;23082;488847
Rue Paul Bourget;23576;488178
Rue Paul Cezanne;23090;488742
Rue Paul Chautard;23014;488461
Rue Paul Crampel;24058;488409
Rue Paul Delaroche;22774;488590
Rue Paul Delmet;22947;488339
Rue Paul Dukas;23920;488408
Rue Paul Escudier;23330;488803
Rue Paul et Jean Lerolle;23129;488620
Rue Paul Feval;23410;488888
Rue Paul Gervais;23470;488309
Rue Paul Klee;23708;488390
Rue Paul Laurent;23676;488865
Rue Paul Lelong;23422;488676
Rue Paul Meurice;24111;488756
Rue Paul Sejourne;23318;488413
Rue Paul Valery;22896;488705
Rue Paul-Henri Grauwin;23778;488446
Rue Paul-Jean Toulet;24063;488574
Rue Paul-Louis Courier;23246;488562
Rue Paulin Enfert;23624;488186
Rue Paulin Mery;23535;488299
Rue Pauline Kergomard;24070;488551
Rue Pauly;23123;488309
Rue Pavee;23608;488564
Rue Payenne;23622;488579
Rue Pean;23718;488220
Rue Peclet;22992;488422
Rue Pecquay;23559;488599
Rue Peguy;23280;488429
Rue Pelee;23703;488598
Rue Pelleport;24010;488687
Rue Pergolese;22832;488746
Rue Perignon;23082;488474
Rue Pernelle;23493;488585
Rue Pernety;23181;488339
Rue Perrault;23416;488603
Rue Perree;23615;488645
Rue Perronet;23302;488552
Rue Pestalozzi;23513;488421
Rue Petel;22991;488415
Rue Petiet;23273;488941
Rue Petion;23809;488594
Rue Petitot;23927;488764
Rue Petrarque;22833;488619
Rue Petrelle;23477;488807
Rue Philibert Delorme;23025;488884
Rue Philidor;24082;488504
Rue Philippe de Champagne;23555;488328
Rue Philippe de Girard;23612;488853
Rue Piat;23845;488722
Rue Piccini;22848;488743
Rue Picot;22821;488712
Rue Piemontesi;23383;488836
Rue Pierre au Lard;23531;488595
Rue Pierre Bayle;23905;488587
Rue Pierre Bonnard;24041;488594
Rue Pierre Bourdan;23914;488469
Rue Pierre Brossolette;23468;488420
Rue Pierre Budin;23524;488897
Rue Pierre Bullet;23580;488716
Rue Pierre Castagnou;23260;488326
Rue Pierre Charron;23027;488692
Rue Pierre Dac;23387;488899
Rue Pierre Dupont;23648;488792
Rue Pierre et Marie Curie;23437;488446
Rue Pierre Foncin;24093;488714
Rue Pierre Fontaine;23337;488821
Rue Pierre Girard;23798;488857
Rue Pierre Gourdault;23709;488314
Rue Pierre Haret;23304;488837
Rue Pierre Larousse;23135;488294
Rue Pierre le Grand;23011;488783
Rue Pierre le Roy;23101;488265
Rue Pierre Lescot;23484;488623
Rue Pierre Louys;22758;488503
Rue Pierre Mille;22922;488329
Rue Pierre Mouillard;24082;488671
Rue Pierre Nicole;23398;488411
Rue Pierre Picard;23460;488847
Rue Pierre Rebiere;23181;488973
Rue Pierre Reverdy;23771;488856
Rue Pierre Sarrazin;23422;488508
Rue Pierre Soulie;24136;488719
Rue Pierre-Jean Jouve;23856;488887
Rue Piet Mondrian;22777;488445
Rue Pihet;23734;488639
Rue Pillet-Will;23364;488731
Rue Pinel;23594;488340
Rue Pirandello;23562;488366
Rue Pixerecourt;23961;488725
Rue Planchat;23979;488543
Rue Platon;23101;488377
Rue Pleyel;23917;488400
Rue Plichon;23851;488627
Rue Plumet;23079;488390
Rue Poinsot;23233;488408
Rue Poirier de Narcay;23247;488241
Rue Poissonniere;23478;488696
Rue Poliveau;23591;488402
Rue Polonceau;23525;488858
Rue Poncelet;22976;488793
Rue Ponscarme;23679;488266
Rue Popincourt;23764;488585
Rue Portalis;23196;488773
Rue Portefoin;23597;488637
Rue Poulbot;23396;488866
Rue Poulet;23496;488872
Rue Poulletier;23580;488512
Rue Preault;23826;488776
Rue Primo Levi;23792;488308
Rue Princesse;23344;488523
Rue Prisse d'Avennes;23281;488252
Rue Puget;23329;488839
Rue Quentin-Bauchart;23008;488698
Rue Quinault;22984;488442
Rue Quincampoix;23505;488612
Rue Rabelais;23123;488709
Rue Radziwill;23393;488655
Rue Raffaelli;22553;488436
Rue Raffet;22642;488521
Rue Rambuteau;23505;488619
Rue Rambuteau;23444;488632
Rue Rameau;23371;488678
Rue Ramey;23463;488891
Rue Rampal;23797;488739
Rue Rampon;23678;488664
Rue Ramus;23988;488626
Rue Raoul;23969;488387
Rue Raoul Dufy;23910;488656
Rue Raoul Wallenberg;24096;488794
Rue Rataud;23457;488418
Rue Ravignan;23379;488856
Rue Raymond Aron;23742;488350
Rue Raymond Pitet;22968;488897
Rue Raymond Queneau;23609;488953
Rue Raymond Radiguet;23709;488924
Rue Rebeval;23789;488746
Rue Recamier;23279;488521
Rue Redon;23022;488904
Rue Regis;23246;488479
Rue Regnault;23735;488237
Rue Rembrandt;23082;488774
Rue Remy de Gourmont;23768;488774
Rue Rene Binet;23401;488992
Rue Rene Goscinny;23794;488304
Rue Rene Panhard;23593;488388
Rue Rene Ravaud;22701;488365
Rue Rene Villerme;23862;488620
Rue Reynaldo Hahn;24121;488501
Rue Riblette;24060;488600
Rue Riboutte;23465;488763
Rue Ricaut;23614;488297
Rue Richard Lenoir;23815;488558
Rue Richer;23451;488740
Rue Richomme;23517;488863
Rue Riesener;23893;488429
Rue Riquet;23680;488896
Rue Robert Blache;23644;488775
Rue Robert de Flers;22843;488497
Rue Robert Esnault-Pelterie;23150;488620
Rue Robert et Sonia Delaunay;23931;488555
Rue Robert Etlin;23902;488292
Rue Robert Fleury;23014;488436
Rue Robert le Coin;22732;488551
Rue Robert Lindet;22963;488332
Rue Robert Planquette;23347;488848
Rue Robert Turquan;22664;488527
Rue Robert-Houdin;23755;488707
Rue Rochambeau;23463;488772
Rue Rochebrune;23795;488611
Rue Roger;23265;488352
Rue Roger Bacon;22896;488827
Rue Roger Bissiere;24055;488583
Rue Roger Verlomme;23666;488567
Rue Roli;23421;488204
Rue Rondelet;23850;488471
Rue Ronsard;23444;488852
Rue Rosa Bonheur;23102;488464
Rue Rosenwald;23058;488331
Rue Rottembourg;24061;488382
Rue Roubo;23873;488496
Rue Rougemont;23459;488716
Rue Rouget de Lisle;23260;488657
Rue Rousselet;23184;488489
Rue Rouvet;23836;488939
Rue Roy;23184;488749
Rue Royer-Collard;23411;488459
Rue Rubens;23557;488340
Rue Rudolf Noureev;23059;488918
Rue Sadi Lecointe;23734;488806
Rue Saillard;23269;488321
Rue Saint-Amand;23078;488350
Rue Saint-Ambroise;23770;488620
Rue Saint-Andre des Arts;23408;488533
Rue Saint-Antoine;23641;488541
Rue Saint-Bernard;23816;488518
Rue Saint-Blaise;24068;488582
Rue Saint-Bruno;23556;488859
Rue Saint-Charles;22839;488447
Rue Saint-Claude;23660;488601
Rue Saint-Denis;23500;488638
Rue Saint-Didier;22852;488665
Rue Saint-Etienne du Mont;23483;488466
Rue Saint-Fargeau;24039;488717
Rue Saint-Ferdinand;22882;488780
Rue Saint-Fiacre;23456;488703
Rue Saint-Florentin;23236;488666
Rue Saint-Georges;23371;488763
Rue Saint-Germain l'Auxerrois;23446;488583
Rue Saint-Gilles;23664;488578
Rue Saint-Guillaume;23289;488546
Rue Saint-Hippolyte;23468;488360
Rue Saint-Hubert;23796;488638
Rue Saint-Hyacinthe;23316;488660
Rue Saint-Jacques;23426;488455
Rue Saint-Jean-Baptiste de la Salle;23200;488472
Rue Saint-Jerome;23548;488867
Rue Saint-Joseph;23443;488685
Rue Saint-Julien le Pauvre;23472;488524
Rue Saint-Just;23136;488964
Rue Saint-Laurent;23578;488755
Rue Saint-Louis en l'Ile;23565;488518
Rue Saint-Luc;23544;488860
Rue Saint-Marc;23401;488704
Rue Saint-Martin;23523;488629
Rue Saint-Mathieu;23556;488863
Rue Saint-Maur;23794;488643
Rue Saint-Medard;23504;488436
Rue Saint-Merri;23522;488596
Rue Saint-Nicolas;23743;488508
Rue Saint-Paul;23616;488534
Rue Saint-Philippe;23495;488687
Rue Saint-Roch;23319;488649
Rue Saint-Romain;23208;488475
Rue Saint-Rustique;23405;488870
Rue Saint-Sabin;23701;488571
Rue Saint-Saens;22915;488535
Rue Saint-Sebastien;23700;488613
Rue Saint-Severin;23450;488524
Rue Saint-Spire;23503;488683
Rue Saint-Sulpice;23357;488513
Rue Saint-Victor;23508;488483
Rue Saint-Vincent;23407;488884
Rue Saint-Vincent de Paul;23524;488808
Rue Saint-Yves;23337;488257
Rue Sainte-Anastase;23637;488596
Rue Sainte-Anne;23358;488669
Rue Sainte-Apolline;23540;488689
Rue Sainte-Cecile;23462;488730
Rue Sainte-Claire Deville;23872;488441
Rue Sainte-Croix de la Bretonnerie;23556;488583
Rue Sainte-Elisabeth;23596;488661
Rue Sainte-Felicite;23049;488392
Rue Sainte-Foy;23511;488687
Rue Sainte-Isaure;23443;488940
Rue Sainte-Lucie;22857;488445
Rue Sainte-Marthe;23720;488740
Rue Sainte-Opportune;23472;488600
Rue Salneuve;23143;488853
Rue Salomon de Caus;23532;488676
Rue Samson;23506;488283
Rue Santerre;23992;488429
Rue Santeuil;23544;488399
Rue Santos-Dumont;23051;488332
Rue Sarasate;22866;488421
Rue Sarrette;23291;488262
Rue Sauffroy;23211;488917
Rue Saulnier;23444;488750
Rue Savorgnan de Brazza;23031;488549
Rue Scarron;23684;488585
Rue Schubert;24117;488520
Rue Scipion;23537;488383
Rue Scribe;23305;488717
Rue Sebastien Bottin;23284;488568
Rue Sebastien Mercier;22796;488440
Rue Sedaine;23745;488568
Rue Sedillot;23013;488593
Rue Seguier;23418;488537
Rue Serpente;23420;488523
Rue Serpollet;24114;488607
Rue Serret;22886;488413
Rue Servan;23827;488613
Rue Servandoni;23347;488498
Rue Severo;23239;488322
Rue Seveste;23445;488839
Rue Sextius Michel;22886;488511
Rue Sibour;23583;488750
Rue Sibuet;24022;488428
Rue Sidi Brahim;23999;488387
Rue Simart;23479;488908
Rue Simon Dereure;23363;488886
Rue Simon le Franc;23536;488601
Rue Simone Weil;23643;488236
Rue Singer;22769;488564
Rue Sisley;23026;488901
Rue Sivel;23272;488335
Rue Soeur Catherine Marie;23429;488298
Rue Soleillet;23919;488657
Rue Sophie Germain;23305;488309
Rue Sorbier;23917;488665
Rue Spinoza;23857;488635
Rue Spontini;22775;488686
Rue Stanislas;23279;488435
Rue Steinlen;23326;488888
Rue Stendhal;24015;488617
Rue Stephane Grappelli;23039;488924
Rue Stephenson;23563;488876
Rue Sthrau;23667;488278
Rue Surcouf;23094;488611
Rue Taclet;23978;488715
Rue Tagore;23600;488205
Rue Taine;23931;488385
Rue Taitbout;23352;488747
Rue Talma;22761;488571
Rue Tarbe;23138;488869
Rue Tardieu;23424;488842
Rue Taylor;23592;488699
Rue Tchaikovski;23649;488949
Rue Ternaux;23730;488643
Rue Tessier;23067;488399
Rue Tesson;23713;488710
Rue Theodore de Banville;22989;488822
Rue Theodore Deck;22900;488374
Rue Theodore-Hamont;23975;488330
Rue Theophile Roussel;23767;488499
Rue Theophraste Renaudot;22958;488421
Rue Therese;23355;488662
Rue Thibaud;23271;488299
Rue Thiboumery;23042;488358
Rue Thiers;22771;488666
Rue Thimonnier;23462;488801
Rue Tholoze;23355;488865
Rue Thomas Francine;23379;488265
Rue Thomire;23481;488198
Rue Thorel;23490;488698
Rue Thouin;23486;488448
Rue Thureau-Dangin;22932;488290
Rue Tiphaine;22962;488488
Rue Titien;23582;488361
Rue Titon;23863;488518
Rue Tolain;24041;488517
Rue Torricelli;22914;488805
Rue Toullier;23430;488472
Rue Toulouse Lautrec;23272;489009
Rue Tourlaque;23330;488877
Rue Tournefort;23482;488428
Rue Tourneux;23987;488378
Rue Toussaint-Feron;23580;488270
Rue Traversiere;23731;488474
Rue Treilhard;23141;488770
Rue Tristan Tzara;23641;488950
Rue Trolley de Prevaux;23725;488260
Rue Tronson du Coudray;23229;488731
Rue Trousseau;23789;488520
Rue Troyon;22948;488764
Rue Truffaut;23200;488867
Rue Turgot;23452;488806
Rue Valadon;23056;488569
Rue Valentin Hauy;23099;488468
Rue Valery Larbaud;23740;488362
Rue Valette;23468;488474
Rue Van Gogh;23714;488440
Rue Van Loo;22673;488410
Rue Vandamme;23228;488395
Rue Vaneau;23190;488516
Rue Varet;22812;488400
Rue Vasco de Gama;22835;488368
Rue Vaucanson;23562;488664
Rue Vaugelas;22937;488338
Rue Vauquelin;23471;488409
Rue Vauvenargues;23321;488946
Rue Vauvilliers;23433;488617
Rue Vavin;23302;488437
Rue Verderet;22683;488470
Rue Verdi;22732;488601
Rue Vernet;22993;488716
Rue Vernier;22908;488839
Rue Verniquet;23014;488880
Rue Veron;23357;488848
Rue Veronese;23553;488341
Rue Versigny;23444;488945
Rue Vesale;23529;488381
Rue Viala;22907;488503
Rue Vicq d'Azir;23703;488761
Rue Victor Chevreuil;24035;488417
Rue Victor Considerant;23316;488350
Rue Victor Cousin;23428;488486
Rue Victor Dejeante;24100;488671
Rue Victor Duruy;22991;488369
Rue Victor Galland;23038;488301
Rue Victor Letalle;23854;488669
Rue Victor Masse;23384;488807
Rue Victor Schoelcher;23307;488361
Rue Victor Segalen;24062;488603
Rue Victorien Sardou;22672;488432
Rue Vidal de la Blache;24099;488691
Rue Vide Gousset;23414;488660
Rue Vieille du Temple;23599;488595
Rue Viete;23078;488847
Rue Vigee-Lebrun;23105;488389
Rue Vignon;23263;488716
Rue Vilin;23837;488703
Rue Villebois-Mareuil;22936;488794
Rue Villedo;23364;488661
Rue Villehardouin;23655;488585
Rue Villiers de l'Isle Adam;23965;488676
Rue Villiot;23754;488416
Rue Vincent Compoint;23385;488955
Rue Vincent Scotto;23768;488859
Rue Vineuse;22846;488602
Rue Violet;22928;488473
Rue Viollet-le-Duc;23406;488815
Rue Vital;22787;488593
Rue Vitruve;24049;488583
Rue Vivienne;23400;488689
Rue Volney;23299;488694
Rue Volta;23576;488659
Rue Voltaire;23914;488524
Rue Vulpian;23463;488313
Rue Washington;23033;488733
Rue Watt;23810;488274
Rue Watteau;23567;488350
Rue Weber;22822;488747
Rue Wilfrid Laurier;23066;488267
Rue Wurtz;23443;488265
Rue Xaintrailles;23703;488296
Rue Xavier Privas;23455;488528
Rue Yeo Thomas;23624;488314
Rue Yvart;23018;488370
Rue Yves Toudic;23637;488699
