description,metro/0,metro/1,metro/2,url,localisation,prix,titre,infos
"appartement neuf (livre 09/15), avec jardin et terrasse de 70 m2 au 2eme etage d'un immeuble d'architecture contemporaine. portes fenetres bois/aluminium dans chaque piece qui donnent sur jardin, volets persiennes electriques, chauffage urbain, lumineux, parquet dans toutes les pieces seches, une salle d'eau et une salle de bains carrelage toutes hauteurs. parking sous-sol face a ascenseur. proximite immediate du quai de la marne. cuisine equipee neuve sauf electro-menager, domotique par ecran dans entree et possibilite de commande a distance, videophone, local a velos. batiment bbc. agences d'abstenir imperativement.merci d'appeler entre 9 h et 19 h.",ourcq,crimee,porte de pantin (parc de la villette),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r408201803,paris 19e (75019),649000,vente appartement 3 pieces 71 m2 paris 19e,"pieces : 3, chambres : 2, surface : 71"
"paris 17eme square de tocqueville, au rez-de-chaussee d'un square privatif pave et paysage, appartement 2 pieces de 47 m2 carrez, alliant modernisme et charme a l'ancien (cheminee, parquet, belle hauteur sous plafond) il est compose d'une entree avec placards, d'un sejour de 25 m2 avec cuisine ouverte (us amenagee et equipee), d'une chambre de 13,5 m2 donnant sur une belle salle de bain. le tout dans une petite copropriete de tres bon standing, securisee, calme, gardien, visiophone. immeuble pierre de taille. cave tres bon etat general. habitable en l'etat. bon investissement locatif charges mensuelles (chauffage collectif) 115 euros taxe foncieres : 579 euros agences ou professionnels de l'immobilier : merci de vous abstenir. contact pour renseignements et prise de rendez-vous : (visites exclusivement les mardis apres-midis)merci d'appeler en semaine",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r408102030,paris 17e (75017),380000,vente appartement 2 pieces 47 m2 paris 17e,"pieces : 2, chambre : 1, surface : 47, prix / m : 8.085"
"dans un immeuble pierre de taille a proximite immediate du metro pernety. un appartement traversant, au rez-de-chaussee, entierement a refaire, compose de trois pieces de la meme surface, d'une cuisine separee, d'un wc separe, et d'une salle de bains. une cave complete ce bien.n'importe quelle heure",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r408201806,paris 14e (75014),472000,vente appartement 3 pieces 56 m2 paris 14e,"pieces : 3, chambres : 2, surface : 56, prix / m : 8.429"
"appartement 2 pieces surface 48 m2, calme et tres lumineux en etage eleve (5/6). dans le quartier saint-fargeau proche de la campagne a paris 20e. sejour spacieux et cuisine separee donnant sur un balcon expose sud-ouest avec une belle vue. immeuble recent (2000) de standing avec gardien, ascenseur. chambre salle de bains et wc separes. possibilite parking. metros porte de bagnolet, saint-fargeau, gambetta, tramway t2",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r199900991,paris 20e (75020),360000,vente appartement 2 pieces 48 m2 paris 20e,"pieces : 2, chambre : 1, surface : 48, prix / m : 7.500"
"convention - brassens. appartement 2 pieces + balcon (45 + 9 m2) sur cour arboree, calme et lumineux. 2eme etage d'une residence recente avec piscine. parquet, cuisine americaine equipee, salle d'eau, wc separes. chauffage collectif. possibilite parking. visites les 17 et 31 octobre.telephoner apres 19h.",convention,vaugirard (adolphe cherioux),georges brassens,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r408201906,paris 15e (75015),399000,vente appartement 2 pieces 45 m2 paris 15e,"pieces : 2, chambre : 1, surface : 45, prix / m : 8.867"
"au 5e etage d'une residences calme et de grande qualite avec service de conciergerie dans le hall de l'immeuble. double sas (avec interphone) a l'entree et immeuble bien entretenue. deux ascenseurs. 4/5 pieces de 80m2, lumineux avec double exposition sur balcon. entree, dressing, salle de bains et wc independant, double sejour avec balcon et 2 chambres (possibilite de couper le salon pour faire une chambre). les chambres sont reliees par un balcon. disponible egalement un studio mitoyen de 15m2 avec entree independante et offrant une chambre de plus avec salle d'eau et beneficiant d'un balcon. tous les balcons cote chambre donnent sur une tres large cours interieur (luminosite et silence assuree) le balcon cote cuisine et double-salon donne sur le grand jardin prive de la residence. ces 2 lots peuvent etre reunis. appartement a rafraichir incluant 1 petit parking et une cave. possibilite vente separee uniquement pour l'appartement de 80m2.13h-14h ou a partir de 18h sinon par courriel",porte de clignancourt,jules joffrin,lamarck - caulaincourt,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-8-r405900110,paris 18e (75018),760000,vente appartement 5 pieces 95 m2 paris 18e,"pieces : 5, chambres : 3, surface : 95"
"tres joli 2 pieces refait neuf dans charmant immeuble en pierre de taille agrafee construit par bouygues en 2008. tres securise : gardien, badge et digicode. situe avenue saint mande a 100 m de la place de la nation, quartier sur et commercant. appartement en rez-de-jardin, vue degagee sur les jardins de la copropriete. entree avec placards, sejour parquet massif avec grande baie vitree et cuisine americaine equipee, chambre avec placards et grande fenetre en double vitrage, salle de bains carrelee avec spacieuse douche italienne, wc separe. surface carrez 45 m2, hauteur sous plafond 2,80 m. tres calme et lumineux, prestations soignees. volets electriques dans le sejour et dans la chambre. chauffage electrique individuel, charges 80 euros par mois, taxe fonciere et taxe d'habitation environ 450 euros par an. grande cave saine. local a velos et poussettes.",picpus (courteline),nation,bel-air,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-9-r407600411,paris 12e (75012),375000,vente appartement 2 pieces 45 m2 paris,"pieces : 2, chambre : 1, surface : 45, prix / m : 8.333"
"a 2 pas de la butte montmartre. au 3e avec ascenseur, d'un immeuble d'angle, pierre de taille et de caractere, recemment ravale, appartement de 99 m2 loi carrez : entree distribuant double sejour ouvrant sur balcon 12 m2, 2 chambres, cuisine separee, salle de bains, wc independants. appartement traversant offrant vue agreable et degagee sur rue et jardin village saint-pierre, baigne de soleil, excellent etat general, beaux volumes (3,20 m de hauteur sous plafond), 2 cheminees dont 1 cheminee prussienne, moulures, parquet ancien pointe de hongrie. nombreux rangements, agencement optimise. agences s'abstenir.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-7-r408300481,paris 18e (75018),835000,vente appartement 4 pieces 99 m2 paris 18e,"pieces : 4, chambres : 2, surface : 99, prix / m : 8.434"
"grand studio ou sejour double paris 14 secteur montsouris - alesia. au coeur du quartier vert dans un environnement type vieux paris, dans une rue pavee tres calme, peu passante et residentielle, mais proche des commodites : tous commercants de quartier, superettes, ecoles, loisirs, parc... transports varies entre 5 a 8 mn tres faibles charges (-70 /mois). l'immeuble se trouve a l'angle de 2 petites rues et donne sur la pelouse du reservoir de paris l'immeuble est refait en totalite (toiture, ravalements rues et cour, parties communes, suppression des canalisations au plomb, electricite). l'appartement se trouve au 1er etage, il est ensoleille. il est traversant et beneficie d'une double orientation (ouest et est) et d'une double vue : cote arriere il donne sur un jardin arbore, cote rue il donne quasiment a l'angle des 2 rues. il se compose de : la piece principale + un coin repas, une cuisine amenagee, avec bar et fenetre, une salle d'eau-wc avec fenetre. le plan est bien gere sans perte de place. l'appartement est en cours de renovation (tres avancee) mais il est encore temps de choisir la couleur de la peinture de quelques murs.",montsouris,alesia,cite universitaire,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r407702222,paris 14e (75014),269900,vente studio 31 m2 paris 14e,"piece : 1, chambre : 1, surface : 31, prix / m : 8.706"
"a vendre, bel appartement boulevard davout. 3 pieces de 63 m2, a 1 mn du tramway t3 et tous commerces. situe au 5eme etage avec ascenseur. parquet, rangements, cuisine americaine. cave et parking. possibilites de transformation. chauffage collectif. salle de bains et wc.",mairie de miribel,porte de bagnolet,porte de montreuil,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-11-r408400247,paris 20e (75020),340000,vente appartement 3 pieces 63 m2 paris 20e,"pieces : 3, chambres : 2, surface : 63"
"quartier drouot, appartement 2/3 pieces. dans un bel immeuble en pierre ou victor hugo avait ses habitudes. appartement de 2-3 pieces de 65,72 m2 (62,24 m2 carrez) compose d'un grand sejour (27,51 m2) avec parquet ancien, d'une cuisine ouverte, d'une chambre (10 m2), d'une petite chambre/bureau (8 m2 au sol), d'une salle de bains (9 m2) en longueur (pratique pour l'etendoir/table a langer..), de wc separes. cave saine. l'appartement donne sur une cour interieure et est tres calme. orientation nord. situe au 3eme etage sur 4, l'appartement est etonnamment lumineux et agreable profitant d'une jolie lumiere. peintures de l'appartement refaites debut 2015 avec des materiaux de qualite. le quartier : tout en profitant de l'animation des grands boulevards, l'appartement est situe dans une rue calme et peu passante, proche de la mairie du 9eme et de l'hotel des ventes drouot, en plein quartier des antiquaires et des passages couverts. a deux pas de toutes les commodites (metros 8, 9, 12, 7, 3 ; a cote de la creche et de la bibliotheque, en face de l'ecole maternelle grange bateliere, commerces de tous types, restaurants/bars) copropriete : charges mensuelles, incluant l'entretien des parties communes, les services d'une super gardienne, le chauffage, l'eau froide, la gestion des ordures menageres : 230e/mois. travaux votes a la charge du vendeur : refection de la cour en cours, travaux de renovation/embellissement des parties communes devant commencer fin 2015-debut 2016. possibilite d'extension avec rachat de parties communes.merci d'appeler les soirs apres 18h30 (sauf mercredi a partir de 14h30) et les weekends.visites possibles le weekend et en soirees entre 18h30-20h30, a partir du 19 septembre",grands boulevards,richelieu - drouot,le peletier,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-7-r407900537,paris 9e (75009),585000,vente appartement 3 pieces 66 m2 paris 9e,"pieces : 3, chambres : 2, surface : 66, prix / m : 8.864"
"somptueux appartement traversant sur voie privee de 234 m2 (carrez), hauteur sous plafond a caissons et a moulures magnifiques de 3,60 m, parquet bois, portes moulurees d'origine ouvrant en enfilade 3 salons pouvant faire une immense salle de reception ou de bal, grande cheminee en ceramique d'origine fin 19eme, vastes balcons car etage noble, refait a neuf. dans immeuble pierre de taille haussmannien de grand standing, 2e etage, ascenseur neuf. parking. vendu avec trois studios faisant une surface totale de 36 m2 au 6e etage (sans ascenseur) dont 2 avec salle de bains et wc. 2 caves. ideal ambassade ou personnes travaillant dans la mode.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r408100613,paris 9e (75009),2200000,vente appartement 7 pieces 270 m2 paris 9e,"pieces : 7, chambres : 4, surface : 270, prix / m : 8.148"
"marais : calme et lumineux 90 m2, dans un ancien hotel particulier. un bel appartement (90 m2/84 m2 carrez) traversant 4/5 pieces sur 2 niveaux, tres lumineux, en bon etat. au 2eme etage, sans vis-a -is, 3,50 m sous plafond dans les pieces nobles plein sud, une salle a manger (12 m2), un sejour (24 m2) se prolongeant par une chambre boudoir (11 m2) et un bureau (7 m2). cuisine, salle d'eau, parquet, cheminee, rangements. a l'etage par un escalier interieur d'origine (entree independante possible) : un espace avec salle d'eau et une chambre (11 m2). nombreuses possibilites d'amenagement. a proximite : metro, rer, commerces. charges 527 /trimestre. pas de procedure en cours. agences s'abstenir.merci d'appeler imperativement le matin entre 9h30 et 11h30",hotel de ville,rambuteau (centre georges pompidou),chatelet - les halles,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r408300582,paris 4e (75004),815000,vente appartement 5 pieces 84 m2 paris 4e,"pieces : 5, chambres : 2, surface : 84, prix / m : 9.702"
"4 pieces tres charmant avec 3 chambres au calme avec deux parkings (un parking voiture et un parking moto non compris dans le prix). le bien est situe au 119 rue d'alesia, a cote de la rue des plantes, au-dessus du bio c' bon' et en face du monoprix. possibilite d'y installer un cabinet medical ou profession liberale aussi. immeuble semi-recent. au 2eme avec ascenseur. grand 4 pieces 88 m2, refait entierement a neuf, tres lumineux et calme, cuisine equipee separee, tres grand sejour de 37 m2, 3 belles chambres au calme donnant sur une cour interieure, salle de bains, 1 wc separes, 1 dressing. 1 cave. ascenseur en acces direct depuis le parking au 2eme etage. systeme de chauffage neuf. cuisine semi-equipee. au calme au centre des commerces, creches, ecoles et cinemas. metro alesia ou plaisance. visites a faire en me demandant par mail a vos convenances.merci d'envoyer un mail pour programmer les visites. merci.",alesia,mouton-duvernet,jean moulin,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-9-r190109079,paris 14e (75014),695000,vente appartement 4 pieces 88 m2 paris 14e,"pieces : 4, chambres : 3, surface : 88, prix / m : 7.898"
"appartement 2 pieces de 37 m2 avec situation exceptionnelle, au coeur de saint-germain-des-pres dans la rue du dragon. l'appartement a beaucoup de caractere (poutres apparentes, vue degagee, parquet), un plan parfait sans perte d'espace, une exposition ideale (traversant est-ouest) et offre un calme absolu (chambre sur cour). salle de bains avec baignoire, wc separes, cuisine a l'americaine moderne et toute equipee. parfait pied a terre parisien ou appartement pour jeune couple. 4eme etage (sans ascenseur). (ref.: a65/2664).merci de me contacter par email.",saint-germain-des-pres,saint-sulpice,mabillon,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r406502664,paris 6e (75006),595000,vente appartement 2 pieces 37 m2 paris 6e,"pieces : 2, chambre : 1, surface : 37, prix / m : 16.081"
"secteur michel bizot. dans immeuble bien entretenu ravale recemment, au 5e etage avec ascenseur, appartement 3/4 pieces 73,2 m2, comprenant : entree avec placards, sejour double 29,4 m2 avec 2 baies donnant sur balcon de 5,4 m2, 2 chambres de 11 m2 avec porte fenetre dont 1 avec un grand placard, cuisine equipee independante, salle de bains refaite a neuf avec douche a l'italienne, wc separes. traversant et lumineux (exposition est-ouest), etat impeccable, bonne distribution sans place perdue, troisieme chambre possible, porte blindee, baies a double vitrage, chauffage et eau chaude collectifs par chauffage urbain (classe energie d), charges maitrisees. nombreux commerces de qualite, ecoles et transports a proximite immediate de l'immeuble. metro m8 et bus 46 a 100 m, tram t3 a 250m, bois de vincennes a 400 m.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r407800687,paris 12e (75012),565000,vente appartement 4 pieces 73 m2 paris 12e,"pieces : 4, chambres : 2, surface : 73"
"au 2e avec ascenseur dans petit hotel particulier tres charmant et de tres bon standing de 3 etages. tres bel appartement de deux pieces de 58,02 m2 loi carrez. comprenant : une entree un tres beau sejour de 28 m2 avec une cuisine toute equipee, une tres belle chambre de 16.24 m2 avec nombreux placards, une belle salle de bains avec baignoire et wc. excellent etat, tres calme et lumineux. agences s'abstenir.",pereire - levallois,pereire (marechal juin),wagram,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r407802262,paris 17e (75017),555000,vente appartement 2 pieces 58 m2 paris 17e,"pieces : 2, chambre : 1, surface : 58, prix / m : 9.569"
"eglise saint bernard. appartement de 2/3 pieces plein de charme de 47,63 m2, situe au 1er etage dans une rue calme et a un sens unique d'un quartier populaire et dynamique. entierement renove, distribution des pieces optimisant l'espace, aucune perte d'espace. il est compose d'une chambre calme sur cour, d'une cuisine ouverte amenagee et equipee (plaques au gaz, four electrique, refrigerateur), d'une salle de bains avec douche et toilettes et d'un double sejour tres lumineux (3 fenetres) modulable en deuxieme chambre. la chambre (11 m2), l'entree et le double sejour (26 m2) disposent de nombreux rangements et placards integres. immeuble de debut 1900, facade ravalee en 2011 avec vue sur l'eglise saint-bernard. proche toutes commodites : creche, ecole, commerces, marche. transports : bus, metro station barbes / la chapelle (ligne 4/2) et a 7 mn a pied de la gare du nord (rer). possibilite de louer une place de parking a proximite. visites le week-end sur rendez-vous. agences s'abstenir.",la chapelle,chateau rouge,barbes - rochechouart,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r407600674,paris 18e (75018),320000,vente appartement 2 pieces 48 m2 paris 18e,"pieces : 2, chambre : 1, surface : 48, prix / m : 6.667"
