haussmann,ascenseur,orientation_sud,wc_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,chauffage_collectif,chauffage_sol,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,dernier_etage,local_velos,seloger,explorimmo,fnaim,laforet,pap,paruvendu,coordonnees_precises,surface_q,coordonnee_x_q,coordonnee_y_q,arrondissement_q,etage_q,nombre_etages_q,nombre_pieces_q,nombre_salles_de_bains_q,nombre_WC_q,nombre_chambres_q,date_refection_q,charges_q,nombre_fenetres_q,surface_balcon_q,date_construction_q,hauteur_plafond_q,taxe_fonciere_q,date_ravalement_q,honoraires_q,terrasse_surface_q,piscine_taille_q,classification_energie_q,prix
,1,,1,,1,,,,1,1,,,,1,,,,,,,,1,,,1,1,,1,,,,,,1,,1,,1,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,0,58,23327,488506,6,2,,2,1,1,1,,,,,1970,,,,,,,,1000
,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,54,23327,488506,6,3,,3,,,2,,,5,,,,,,,,,,1000
,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,29,23615,488640,3,5,,2,1,1,1,,,,,,,,,,,,,0
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,25,23597,488637,3,2,,1,,,,,,,,,,,,,,,,1000
1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,130,23615,488640,3,4,,5,1,1,3,,,,,,,,,,,,,3000
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,30,23505,488619,3,5,,2,,,1,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,50,23301,488427,6,1,6,2,1,1,1,,,,,,,,,,,,,2000
,0,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,70,23327,488506,6,1,4,3,1,1,2,,,,,,,,,,,,,2000
,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,25,23402,488522,6,3,,1,,,,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,27,23327,488506,6,,,2,,1,,,,,,,,,,,,,,1000
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,19,23166,488498,6,4,,1,,,,,,,,,,,,,,,,1000
,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,75,23327,488506,6,1,,4,,1,2,,,,,,,,,,,,,2000
1,,,1,1,1,,,,1,1,,,1,,,,,,,,,1,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,32,23327,488506,6,,7,2,1,1,1,,,,,1900,,,,,,,,1000
,0,,,,1,,,,1,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,36,23343,488553,6,,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,0,14,23327,488506,6,,,1,,,,,,,,,,,,,,,,0
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,81,23327,488506,6,2,6,3,1,1,2,,,,,1900,,,,,,,,2000
,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,0,36,23327,488506,6,,,1,1,1,,,,,,,,,,,,,,1000
,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,70,23283,488484,6,3,,3,,1,2,,,,,,,,,,,,,2000
,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,56,23386,488514,6,3,,2,1,1,1,,,,,,,,,,,,,1000
,0,,1,,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,32,23343,488553,6,3,,1,1,1,,,,,,,,,,,,,,1000
,,,1,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,1,,,,,,1,89,23336,488512,6,,,4,1,1,2,,,,,,,,,,,,,2000
,,,,1,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,28,23327,488506,6,,,2,,1,1,,,,,,,,,,,,,0
,0,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,1,17,23563,488652,3,1,,1,,1,,,,,,,,,,,,,,0
,0,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,0,33,23327,488506,6,4,,1,1,1,,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,104,23327,488506,6,4,,4,1,1,3,,,,,,,,,,,,,3000
,0,,1,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,89,23625,488628,3,4,,4,2,1,3,,,,,,,,,,,,,3000
,0,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,44,23574,488624,3,4,,2,,1,1,,,2,,,,,,,,,,1000
,1,,,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,1,,,,,,1,38,23620,488631,3,6,,1,,1,,,,,,1930,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,0,19,23615,488640,3,6,,1,,1,,,,,,,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,1,,,,,,1,,,,,,0,61,23327,488506,6,2,5,3,,,2,,,,,1900,,,,,,,,2000
,1,,1,,1,,,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,61,23327,488506,6,3,,2,1,1,1,,,,,,,,,,,,,2000
,0,,,,1,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,,1,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,0,28,23615,488640,3,,3,1,,1,,,,,,,,,,,,,,1000
,1,,,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,24,23313,488502,6,1,,1,,1,,,,,,1930,,,,,,,,1000
,1,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,1,,,,,,0,32,23327,488506,6,3,,2,1,1,1,,,,,,,,,,,,,1000
,0,,1,,1,,,,1,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,1,,,,,,1,83,23563,488652,3,4,,3,,,2,,,,,1700,,,,,,,,3000
,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,40,23655,488556,3,1,,2,1,,1,,,,,,,,,,,,,1000
,1,,,,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,0,24,23327,488506,6,,,1,,1,,,,,,1933,,,,,,,,1000
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,37,23287,488471,6,1,,2,,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,0,67,23327,488506,6,,,3,1,1,2,,,,,1980,,,,,,,,2000
,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,66,23403,488563,6,,,3,1,,1,,,,,,,,,,,,,2000
,1,,,1,1,,,,1,1,,,,1,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,55,23327,488506,6,,,3,,1,2,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,0,16,23327,488506,6,1,,1,1,1,,,,,,,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,82,23327,488506,6,,,3,,1,2,,,,,,,,,,,,,2000
,0,,1,,1,,,1,1,1,,,,,,,,,1,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,97,23327,488506,6,6,,3,1,1,2,,,,,,,,,,,,,2000
,0,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,1,60,23308,488495,6,2,,2,1,1,2,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,0,49,23445,488923,18,,,3,,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,48,23445,488923,18,,,2,1,1,1,,,,,,,,,,,,,1000
,,,1,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,70,23327,488506,6,5,,3,1,1,2,,,,,,,,,,,,,1000
,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,80,23445,488923,18,,11,4,1,1,3,,,,,1970,,,,,,,,1000
,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,28,23444,488924,18,10,,1,,,,,,,,1970,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,24,23446,488924,18,7,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,23,23445,488923,18,1,6,2,,1,1,,,,,1900,,,,,,,,0
,,,,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,0,22,23327,488506,6,,,1,1,1,,,,,,1800,,,,,,,,1000
,,,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,35,23444,488924,18,5,,2,,1,1,,,,,,,,,,,,,0
,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,0,65,23445,488923,18,,,2,1,1,1,,,,,,,,,,,,,1000
,0,,,1,1,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,1,89,23482,488890,18,,3,4,1,1,2,,,,,,,,,,,,,2000
,0,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,1,22,23602,488938,18,4,,1,,1,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,1,22,23339,488841,18,,,1,,,,,,,,1900,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,65,23445,488923,18,,,3,,,2,,,,,,,,,,,,,2000
,0,,1,,1,,,,1,1,,,1,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,37,23470,488946,18,3,6,2,,1,1,,,,,1999,,,,,,,,1000
,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,58,23445,488923,18,3,,3,1,1,2,,,,,,,,,,,,,1000
,1,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,,1,,,,,,1,43,23351,488918,18,5,,2,1,1,1,,,,,1900,,,,,,,,1000
,0,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,1,55,23308,488495,6,4,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,37,23450,488965,18,4,6,2,1,1,1,,,,,,,,,,,,,0
,0,,,,1,,,,,1,,1,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,41,23447,488972,18,4,7,3,,1,2,,,,,1900,,,,,,,,1000
,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,1,,,,,,1,28,22928,488807,17,,,2,1,1,1,,,,,,,,,,,,,0
1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,40,23221,488844,17,,6,2,1,1,1,,,,,1870,,,,,,,,1000
,1,,,,1,,,,1,1,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,1,,1,1,,,1,,,,,,,,,1,,,,,,1,35,23403,488950,18,1,6,2,,1,1,,,,,1907,,,,,,,,0
,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,43,22969,488846,17,5,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,28,22943,488823,17,6,,1,,,,,,,,,,,,,,,,1000
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,0,45,23221,488844,17,,4,2,,,1,,,,,,,,,,,,,1000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,54,23221,488844,17,5,,2,,,1,,,,,,,,,,,,,2000
,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,67,23040,488846,17,2,,3,,1,2,,,,,,,,,,,,,1000
,1,,,,1,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,0,31,23221,488844,17,2,,2,1,1,1,,,,,,,,,,,,,0
,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,0,23,23221,488844,17,2,,1,,1,,,,,,,,,,,,,,0
1,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,1,142,22893,488755,17,3,,4,1,1,2,,,,,,,,,,,,,3000
,1,,1,,1,,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,66,23136,488943,17,,,3,,1,2,,,,,2015,,,,,,,,1000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,21,22948,488764,17,5,,1,,,,,,,,,,,,,,,,1000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,0,30,23268,488329,14,,,1,,,,,,,,,,,,,,,,0
,,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,1,,,,,,0,33,23268,488329,14,1,,1,,1,,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,1,25,23142,488833,17,,,2,,1,1,,,,,,,,,,,,,1000
,0,,,,1,,,,1,1,,1,,,,,,,,,1,1,,,1,1,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,35,23268,488329,14,2,,2,,,1,,,,,,,,,,,,,1000
,0,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,1,35,23279,488319,14,,6,2,1,,1,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,29,23268,488329,14,,5,2,,,1,,,,,,,,,,,,,0
,1,,,,1,,,,,1,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,40,23294,488313,14,2,,2,,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,51,23416,488229,14,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,19,23262,488342,14,6,,1,,1,,,,,,1890,,,,,,,,0
,1,,,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,1,,,1,,,,,,,,1,1,,1,,,,1,,,,,,1,,,,,,0,42,23221,488844,17,3,,2,,1,1,,,,,,,,,,,,,1000
,0,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,1,1,1,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,50,22936,488770,17,3,6,2,1,1,1,,,2,,,,,,,,,,1000
,,,1,,1,,,,1,1,,,,,,,1,,,,,1,1,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,43,23268,488329,14,,,2,1,1,1,,,2,,,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,40,23140,488317,14,,6,2,,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,1,,,,,,1,,,,1,,1,,,,,,,,1,1,,1,,,,1,,,,,,1,,,,,,1,53,23206,488291,14,,,2,,,1,,,,,,,,,,,,,1000
,1,1,,1,1,,,,,1,,1,,,,,,,,,,1,,,1,,,1,,,1,,,1,,1,,,,,,,,,,,,1,1,,,1,,,1,,,,,,1,,,,,,1,37,23281,488417,14,5,6,2,1,1,1,,,,,1960,,,,,,,,1000
,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,22,23268,488329,14,,,2,,1,,,,,,,,,,,,,,0
,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,29,23618,488562,14,1,,2,,1,1,,,,,,,,,,,,,0
,,,1,1,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,48,23557,488562,4,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,80,23557,488562,4,3,6,2,1,,1,,,,,,,,,,,,,2000
,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,27,23247,488285,14,,6,3,,1,1,,,,,1900,,,,,,,,0
,0,,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,112,23514,488567,4,4,,5,,1,3,,,,,,,,,,,,,3000
,1,,1,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,50,23646,488535,4,1,,2,,1,1,,,,,,,,,,,,,1000
,1,,,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,50,23681,488572,4,1,,2,,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,20,23629,488485,4,,,1,,1,,,,,,,,,,,,,,0
,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,169,23557,488562,4,2,,5,1,,2,,,,,,,,,,,,,7000
,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,17,23584,488566,4,4,,1,,1,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,0,21,23557,488562,4,4,,1,,1,,,,,,,,,,,,,,0
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,33,23608,488564,4,4,,1,,,,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,0,61,23268,488329,14,,6,3,1,1,2,,,,,,,,,,,,,1000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,1,,,1,,,1,,,,,,1,37,23276,488346,14,4,,1,,,,,,,,,,,,,,,,1000
1,0,,1,1,1,,,,1,1,,,1,,,,,,,,,1,,,,1,,,,1,,,,1,,1,,1,1,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,112,23637,488515,4,1,,5,1,1,3,,,,,,,,,,,,,3000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,,,1,1,,,1,,,1,,,,1,,1,,,,,,0,85,23557,488562,4,,,3,1,1,1,,,,,,,,,,,,,2000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,56,23557,488562,4,,,3,,1,2,,,,,,,,,,,,,1000
,,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,1,,,1,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,48,23002,488413,15,,,2,,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,0,42,23557,488562,4,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,89,22947,488474,15,,,4,,1,3,,,,,,,,,,,,,3000
,1,,1,1,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,40,23018,488474,15,3,6,2,,1,1,,,,,1930,,,,,,,,1000
,1,,1,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,41,23029,488321,15,6,7,2,1,1,1,,,,,1900,,,,,,,,1000
,1,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,57,22968,488374,15,,,3,1,1,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,0,77,23002,488413,15,2,,3,,,1,,,,,,,,,,,,,1000
